619,Saqib Khan,Software Engineer,3rd,-3.339363636
620,Dawood Khan,Botony      ,3rd,-3.353090909
621,Qasim Khan,Computer Networking,3rd,-3.366818182
622,SAIFULLAH,Computer Science,3rd,-3.380545455
623,Kashif Khan,Computer Science,3rd,-3.394272727
624,Khalid Khan,Software Engineer,3rd,-3.408
625,Khalil Khan,Computer Engineer,3rd,-3.421727273
626,talha javeed,Computer Engineer,3rd,-3.435454545
627,Hilal Ahmad,Information Tech,3rd,-3.449181818
628,Abdullah,zoology   ,3rd,-3.462909091
629,Saqib Khan,Software Engineer,3rd,-3.476636364
630,Dawood Khan,Botony      ,3rd,-3.490363636
631,Qasim Khan,Computer Networking,3rd,-3.504090909
632,Umar Rahman,LAW and Sharia,3rd,-3.517818182
633,SAIFULLAH,Computer Science,3rd,-3.531545455
634,Kashif Khan,Computer Science,3rd,-3.545272727
635,Khalid Khan,Software Engineer,3rd,-3.559
636,Khalil Khan,Computer Engineer,3rd,-3.572727273
637,talha javeed,Computer Engineer,3rd,-3.586454545
638,Hilal Ahmad,Information Tech,3rd,-3.600181818
639,Abdullah,zoology   ,3rd,-3.613909091
640,Saqib Khan,Software Engineer,3rd,-3.627636364
641,Dawood Khan,Botony      ,3rd,-3.641363636
642,Qasim Khan,Computer Networking,3rd,-3.655090909
643,SAIFULLAH,Computer Science,3rd,-3.668818182
644,Kashif Khan,Computer Science,3rd,-3.682545455
645,Khalid Khan,Software Engineer,3rd,-3.696272727
646,Khalil Khan,Computer Engineer,3rd,-3.71
647,talha javeed,Computer Engineer,3rd,-3.723727273
648,Hilal Ahmad,Information Tech,3rd,-3.737454545
649,Abdullah,zoology   ,3rd,-3.751181818
650,Saqib Khan,Software Engineer,3rd,-3.764909091
651,Dawood Khan,Botony      ,3rd,-3.778636364
652,Qasim Khan,Computer Networking,3rd,-3.792363636
653,Umar Rahman,LAW and Sharia,3rd,-3.806090909
654,SAIFULLAH,Computer Science,3rd,-3.819818182
655,Kashif Khan,Computer Science,3rd,-3.833545455
656,Khalid Khan,Software Engineer,3rd,-3.847272727
657,Khalil Khan,Computer Engineer,3rd,-3.861
658,talha javeed,Computer Engineer,3rd,-3.874727273
659,Hilal Ahmad,Information Tech,3rd,-3.888454545
660,Abdullah,zoology   ,3rd,-3.902181818
661,Saqib Khan,Software Engineer,3rd,-3.915909091
662,Dawood Khan,Botony      ,3rd,-3.929636364
663,Qasim Khan,Computer Networking,3rd,-3.943363636
664,SAIFULLAH,Computer Science,3rd,-3.957090909
665,Kashif Khan,Computer Science,3rd,-3.970818182
666,Khalid Khan,Software Engineer,3rd,-3.984545455
667,Khalil Khan,Computer Engineer,3rd,-3.998272727
668,talha javeed,Computer Engineer,3rd,-4.012
669,Hilal Ahmad,Information Tech,3rd,-4.025727273
670,Abdullah,zoology   ,3rd,-4.039454545
671,Saqib Khan,Software Engineer,3rd,-4.053181818
672,Dawood Khan,Botony      ,3rd,-4.066909091
673,Qasim Khan,Computer Networking,3rd,-4.080636364
674,Umar Rahman,LAW and Sharia,3rd,-4.094363636
675,SAIFULLAH,Computer Science,3rd,-4.108090909
676,Kashif Khan,Computer Science,3rd,-4.121818182
677,Khalid Khan,Software Engineer,3rd,-4.135545455
678,Khalil Khan,Computer Engineer,3rd,-4.149272727
679,talha javeed,Computer Engineer,3rd,-4.163
680,Hilal Ahmad,Information Tech,3rd,-4.176727273
681,Abdullah,zoology   ,3rd,-4.190454545
682,Saqib Khan,Software Engineer,3rd,-4.204181818
683,Dawood Khan,Botony      ,3rd,-4.217909091
684,Qasim Khan,Computer Networking,3rd,-4.231636364
685,SAIFULLAH,Computer Science,3rd,-4.245363636
686,Kashif Khan,Computer Science,3rd,-4.259090909
687,Khalid Khan,Software Engineer,3rd,-4.272818182
688,Khalil Khan,Computer Engineer,3rd,-4.286545455
689,talha javeed,Computer Engineer,3rd,-4.300272727
690,Hilal Ahmad,Information Tech,3rd,-4.314
691,Abdullah,zoology   ,3rd,-4.327727273
692,Saqib Khan,Software Engineer,3rd,-4.341454545
693,Dawood Khan,Botony      ,3rd,-4.355181818
694,Qasim Khan,Computer Networking,3rd,-4.368909091
695,Umar Rahman,LAW and Sharia,3rd,-4.382636364
696,SAIFULLAH,Computer Science,3rd,-4.396363636
697,Kashif Khan,Computer Science,3rd,-4.410090909
698,Khalid Khan,Software Engineer,3rd,-4.423818182
699,Khalil Khan,Computer Engineer,3rd,-4.437545455
700,talha javeed,Computer Engineer,3rd,-4.451272727
701,SAIFULLAH,Computer Science,3rd,-4.465
702,Kashif Khan,Computer Science,3rd,-4.478727273
703,Khalid Khan,Software Engineer,3rd,-4.492454545
704,Khalil Khan,Computer Engineer,3rd,-4.506181818
705,talha javeed,Computer Engineer,3rd,-4.519909091
706,Hilal Ahmad,Information Tech,3rd,-4.533636364
707,Abdullah,zoology   ,3rd,-4.547363636
708,Saqib Khan,Software Engineer,3rd,-4.561090909
709,Dawood Khan,Botony      ,3rd,-4.574818182
710,Qasim Khan,Computer Networking,3rd,-4.588545455
711,Umar Rahman,LAW and Sharia,3rd,-4.602272727
712,SAIFULLAH,Computer Science,3rd,-4.616
713,Kashif Khan,Computer Science,3rd,-4.629727273
714,Khalid Khan,Software Engineer,3rd,-4.643454545
715,Khalil Khan,Computer Engineer,3rd,-4.657181818
716,talha javeed,Computer Engineer,3rd,-4.670909091
717,Hilal Ahmad,Information Tech,3rd,-4.684636364
718,Abdullah,zoology   ,3rd,-4.698363636
719,Saqib Khan,Software Engineer,3rd,-4.712090909
720,Dawood Khan,Botony      ,3rd,-4.725818182
721,Qasim Khan,Computer Networking,3rd,-4.739545455
722,SAIFULLAH,Computer Science,3rd,-4.753272727
723,Kashif Khan,Computer Science,3rd,-4.767
724,Khalid Khan,Software Engineer,3rd,-4.780727273
725,Khalil Khan,Computer Engineer,3rd,-4.794454545
726,talha javeed,Computer Engineer,3rd,-4.808181818
727,Hilal Ahmad,Information Tech,3rd,-4.821909091
728,Abdullah,zoology   ,3rd,-4.835636364
729,Saqib Khan,Software Engineer,3rd,-4.849363636
730,Dawood Khan,Botony      ,3rd,-4.863090909
731,Qasim Khan,Computer Networking,3rd,-4.876818182
732,Umar Rahman,LAW and Sharia,3rd,-4.890545455
733,SAIFULLAH,Computer Science,3rd,-4.904272727
734,Kashif Khan,Computer Science,3rd,-4.918
735,Khalid Khan,Software Engineer,3rd,-4.931727273
736,Khalil Khan,Computer Engineer,3rd,-4.945454545
737,talha javeed,Computer Engineer,3rd,-4.959181818
738,Hilal Ahmad,Information Tech,3rd,-4.972909091
739,Abdullah,zoology   ,3rd,-4.986636364
740,Saqib Khan,Software Engineer,3rd,-5.000363636
741,Dawood Khan,Botony      ,3rd,-5.014090909
742,Qasim Khan,Computer Networking,3rd,-5.027818182
743,SAIFULLAH,Computer Science,3rd,-5.041545455
744,Kashif Khan,Computer Science,3rd,-5.055272727
745,Khalid Khan,Software Engineer,3rd,-5.069
746,Khalil Khan,Computer Engineer,3rd,-5.082727273
747,talha javeed,Computer Engineer,3rd,-5.096454545
748,Hilal Ahmad,Information Tech,3rd,-5.110181818
749,Abdullah,zoology   ,3rd,-5.123909091
750,Saqib Khan,Software Engineer,3rd,-5.137636364
751,Dawood Khan,Botony      ,3rd,-5.151363636
752,Qasim Khan,Computer Networking,3rd,-5.165090909
753,Umar Rahman,LAW and Sharia,3rd,-5.178818182
754,SAIFULLAH,Computer Science,3rd,-5.192545455
755,Kashif Khan,Computer Science,3rd,-5.206272727
756,Khalid Khan,Software Engineer,3rd,-5.22
757,Khalil Khan,Computer Engineer,3rd,-5.233727273
758,talha javeed,Computer Engineer,3rd,-5.247454545
759,Hilal Ahmad,Information Tech,3rd,-5.261181818
760,Abdullah,zoology   ,3rd,-5.274909091
761,Saqib Khan,Software Engineer,3rd,-5.288636364
762,Dawood Khan,Botony      ,3rd,-5.302363636
763,Qasim Khan,Computer Networking,3rd,-5.316090909
764,SAIFULLAH,Computer Science,3rd,-5.329818182
765,Kashif Khan,Computer Science,3rd,-5.343545455
766,Khalid Khan,Software Engineer,3rd,-5.357272727
767,Khalil Khan,Computer Engineer,3rd,-5.371
768,talha javeed,Computer Engineer,3rd,-5.384727273
769,Hilal Ahmad,Information Tech,3rd,-5.398454545
770,Abdullah,zoology   ,3rd,-5.412181818
771,Saqib Khan,Software Engineer,3rd,-5.425909091
772,Dawood Khan,Botony      ,3rd,-5.439636364
773,Qasim Khan,Computer Networking,3rd,-5.453363636
774,Umar Rahman,LAW and Sharia,3rd,-5.467090909
775,SAIFULLAH,Computer Science,3rd,-5.480818182
776,Kashif Khan,Computer Science,3rd,-5.494545455
777,Khalid Khan,Software Engineer,3rd,-5.508272727
778,Khalil Khan,Computer Engineer,3rd,-5.522
779,talha javeed,Computer Engineer,3rd,-5.535727273
780,Hilal Ahmad,Information Tech,3rd,-5.549454545
781,Abdullah,zoology   ,3rd,-5.563181818
782,Saqib Khan,Software Engineer,3rd,-5.576909091
783,Dawood Khan,Botony      ,3rd,-5.590636364
784,Qasim Khan,Computer Networking,3rd,-5.604363636
785,SAIFULLAH,Computer Science,3rd,-5.618090909
786,Kashif Khan,Computer Science,3rd,-5.631818182
787,Khalid Khan,Software Engineer,3rd,-5.645545455
788,Khalil Khan,Computer Engineer,3rd,-5.659272727
789,talha javeed,Computer Engineer,3rd,-5.673
790,Hilal Ahmad,Information Tech,3rd,-5.686727273
791,Abdullah,zoology   ,3rd,-5.700454545
792,Saqib Khan,Software Engineer,3rd,-5.714181818
793,Dawood Khan,Botony      ,3rd,-5.727909091
794,Qasim Khan,Computer Networking,3rd,-5.741636364
795,Umar Rahman,LAW and Sharia,3rd,-5.755363636
796,SAIFULLAH,Computer Science,3rd,-5.769090909
797,Kashif Khan,Computer Science,3rd,-5.782818182
798,Khalid Khan,Software Engineer,3rd,-5.796545455
799,Khalil Khan,Computer Engineer,3rd,-5.810272727
800,talha javeed,Computer Engineer,3rd,-5.824
801,SAIFULLAH,Computer Science,3rd,-5.837727273
802,Kashif Khan,Computer Science,3rd,-5.851454545
803,Khalid Khan,Software Engineer,3rd,-5.865181818
804,Khalil Khan,Computer Engineer,3rd,-5.878909091
805,talha javeed,Computer Engineer,3rd,-5.892636364
806,Hilal Ahmad,Information Tech,3rd,-5.906363636
807,Abdullah,zoology   ,3rd,-5.920090909
808,Saqib Khan,Software Engineer,3rd,-5.933818182
809,Dawood Khan,Botony      ,3rd,-5.947545455
810,Qasim Khan,Computer Networking,3rd,-5.961272727
811,Umar Rahman,LAW and Sharia,3rd,-5.975
812,SAIFULLAH,Computer Science,3rd,-5.988727273
813,Kashif Khan,Computer Science,3rd,-6.002454545
814,Khalid Khan,Software Engineer,3rd,-6.016181818
815,Khalil Khan,Computer Engineer,3rd,-6.029909091
816,talha javeed,Computer Engineer,3rd,-6.043636364
817,Hilal Ahmad,Information Tech,3rd,-6.057363636
818,Abdullah,zoology   ,3rd,-6.071090909
819,Saqib Khan,Software Engineer,3rd,-6.084818182
820,Dawood Khan,Botony      ,3rd,-6.098545455
821,Qasim Khan,Computer Networking,3rd,-6.112272727
822,SAIFULLAH,Computer Science,3rd,-6.126
823,Kashif Khan,Computer Science,3rd,-6.139727273
824,Khalid Khan,Software Engineer,3rd,-6.153454545
825,Khalil Khan,Computer Engineer,3rd,-6.167181818
826,talha javeed,Computer Engineer,3rd,-6.180909091
827,Hilal Ahmad,Information Tech,3rd,-6.194636364
828,Abdullah,zoology   ,3rd,-6.208363636
829,Saqib Khan,Software Engineer,3rd,-6.222090909
830,Dawood Khan,Botony      ,3rd,-6.235818182
831,Qasim Khan,Computer Networking,3rd,-6.249545455
832,Umar Rahman,LAW and Sharia,3rd,-6.263272727
833,SAIFULLAH,Computer Science,3rd,-6.277
834,Kashif Khan,Computer Science,3rd,-6.290727273
835,Khalid Khan,Software Engineer,3rd,-6.304454545
836,Khalil Khan,Computer Engineer,3rd,-6.318181818
837,talha javeed,Computer Engineer,3rd,-6.331909091
838,Hilal Ahmad,Information Tech,3rd,-6.345636364
839,Abdullah,zoology   ,3rd,-6.359363636
840,Saqib Khan,Software Engineer,3rd,-6.373090909
841,Dawood Khan,Botony      ,3rd,-6.386818182
842,Qasim Khan,Computer Networking,3rd,-6.400545455
843,SAIFULLAH,Computer Science,3rd,-6.414272727
844,Kashif Khan,Computer Science,3rd,-6.428
845,Khalid Khan,Software Engineer,3rd,-6.441727273
846,Khalil Khan,Computer Engineer,3rd,-6.455454545
847,talha javeed,Computer Engineer,3rd,-6.469181818
848,Hilal Ahmad,Information Tech,3rd,-6.482909091
849,Abdullah,zoology   ,3rd,-6.496636364
850,Saqib Khan,Software Engineer,3rd,-6.510363636
851,Dawood Khan,Botony      ,3rd,-6.524090909
852,Qasim Khan,Computer Networking,3rd,-6.537818182
853,Umar Rahman,LAW and Sharia,3rd,-6.551545455
854,SAIFULLAH,Computer Science,3rd,-6.565272727
855,Kashif Khan,Computer Science,3rd,-6.579
856,Khalid Khan,Software Engineer,3rd,-6.592727273
857,Khalil Khan,Computer Engineer,3rd,-6.606454545
858,talha javeed,Computer Engineer,3rd,-6.620181818
859,Hilal Ahmad,Information Tech,3rd,-6.633909091
860,Abdullah,zoology   ,3rd,-6.647636364
861,Saqib Khan,Software Engineer,3rd,-6.661363636
862,Dawood Khan,Botony      ,3rd,-6.675090909
863,Qasim Khan,Computer Networking,3rd,-6.688818182
864,SAIFULLAH,Computer Science,3rd,-6.702545455
865,Kashif Khan,Computer Science,3rd,-6.716272727
866,Khalid Khan,Software Engineer,3rd,-6.73
867,Khalil Khan,Computer Engineer,3rd,-6.743727273
868,talha javeed,Computer Engineer,3rd,-6.757454545
869,Hilal Ahmad,Information Tech,3rd,-6.771181818
870,Abdullah,zoology   ,3rd,-6.784909091
871,Saqib Khan,Software Engineer,3rd,-6.798636364
872,Dawood Khan,Botony      ,3rd,-6.812363636
873,Qasim Khan,Computer Networking,3rd,-6.826090909
874,Umar Rahman,LAW and Sharia,3rd,-6.839818182
875,SAIFULLAH,Computer Science,3rd,-6.853545455
876,Kashif Khan,Computer Science,3rd,-6.867272727
877,Khalid Khan,Software Engineer,3rd,-6.881
878,Khalil Khan,Computer Engineer,3rd,-6.894727273
879,talha javeed,Computer Engineer,3rd,-6.908454545
880,Hilal Ahmad,Information Tech,3rd,-6.922181818
881,Abdullah,zoology   ,3rd,-6.935909091
882,Saqib Khan,Software Engineer,3rd,-6.949636364
883,Dawood Khan,Botony      ,3rd,-6.963363636
884,Qasim Khan,Computer Networking,3rd,-6.977090909
885,SAIFULLAH,Computer Science,3rd,-6.990818182
886,Kashif Khan,Computer Science,3rd,-7.004545455
887,Khalid Khan,Software Engineer,3rd,-7.018272727
888,Khalil Khan,Computer Engineer,3rd,-7.032
889,talha javeed,Computer Engineer,3rd,-7.045727273
890,Hilal Ahmad,Information Tech,3rd,-7.059454545
891,Abdullah,zoology   ,3rd,-7.073181818
892,Saqib Khan,Software Engineer,3rd,-7.086909091
893,Dawood Khan,Botony      ,3rd,-7.100636364
894,Qasim Khan,Computer Networking,3rd,-7.114363636
895,Umar Rahman,LAW and Sharia,3rd,-7.128090909
896,SAIFULLAH,Computer Science,3rd,-7.141818182
897,Kashif Khan,Computer Science,3rd,-7.155545455
898,Khalid Khan,Software Engineer,3rd,-7.169272727
899,Khalil Khan,Computer Engineer,3rd,-7.183
900,talha javeed,Computer Engineer,3rd,-7.196727273
901,SAIFULLAH,Computer Science,3rd,-7.210454545
902,Kashif Khan,Computer Science,3rd,-7.224181818
903,Khalid Khan,Software Engineer,3rd,-7.237909091
904,Khalil Khan,Computer Engineer,3rd,-7.251636364
905,talha javeed,Computer Engineer,3rd,-7.265363636
906,Hilal Ahmad,Information Tech,3rd,-7.279090909
907,Abdullah,zoology   ,3rd,-7.292818182
908,Saqib Khan,Software Engineer,3rd,-7.306545455
909,Dawood Khan,Botony      ,3rd,-7.320272727
910,Qasim Khan,Computer Networking,3rd,-7.334
911,Umar Rahman,LAW and Sharia,3rd,-7.347727273
912,SAIFULLAH,Computer Science,3rd,-7.361454545
913,Kashif Khan,Computer Science,3rd,-7.375181818
914,Khalid Khan,Software Engineer,3rd,-7.388909091
915,Khalil Khan,Computer Engineer,3rd,-7.402636364
916,talha javeed,Computer Engineer,3rd,-7.416363636
917,Hilal Ahmad,Information Tech,3rd,-7.430090909
918,Abdullah,zoology   ,3rd,-7.443818182
919,Saqib Khan,Software Engineer,3rd,-7.457545455
920,Dawood Khan,Botony      ,3rd,-7.471272727
921,Qasim Khan,Computer Networking,3rd,-7.485
922,SAIFULLAH,Computer Science,3rd,-7.498727273
923,Kashif Khan,Computer Science,3rd,-7.512454545
924,Khalid Khan,Software Engineer,3rd,-7.526181818
925,Khalil Khan,Computer Engineer,3rd,-7.539909091
926,talha javeed,Computer Engineer,3rd,-7.553636364
927,Hilal Ahmad,Information Tech,3rd,-7.567363636
928,Abdullah,zoology   ,3rd,-7.581090909
929,Saqib Khan,Software Engineer,3rd,-7.594818182
930,Dawood Khan,Botony      ,3rd,-7.608545455
931,Qasim Khan,Computer Networking,3rd,-7.622272727
932,Umar Rahman,LAW and Sharia,3rd,-7.636
933,SAIFULLAH,Computer Science,3rd,-7.649727273
934,Kashif Khan,Computer Science,3rd,-7.663454545
935,Khalid Khan,Software Engineer,3rd,-7.677181818
936,Khalil Khan,Computer Engineer,3rd,-7.690909091
937,talha javeed,Computer Engineer,3rd,-7.704636364
938,Hilal Ahmad,Information Tech,3rd,-7.718363636
939,Abdullah,zoology   ,3rd,-7.732090909
940,Saqib Khan,Software Engineer,3rd,-7.745818182
941,Dawood Khan,Botony      ,3rd,-7.759545455
942,Qasim Khan,Computer Networking,3rd,-7.773272727
943,SAIFULLAH,Computer Science,3rd,-7.787
944,Kashif Khan,Computer Science,3rd,-7.800727273
945,Khalid Khan,Software Engineer,3rd,-7.814454545
946,Khalil Khan,Computer Engineer,3rd,-7.828181818
947,talha javeed,Computer Engineer,3rd,-7.841909091
948,Hilal Ahmad,Information Tech,3rd,-7.855636364
949,Abdullah,zoology   ,3rd,-7.869363636
950,Saqib Khan,Software Engineer,3rd,-7.883090909
951,Dawood Khan,Botony      ,3rd,-7.896818182
952,Qasim Khan,Computer Networking,3rd,-7.910545455
953,Umar Rahman,LAW and Sharia,3rd,-7.924272727
954,SAIFULLAH,Computer Science,3rd,-7.938
955,Kashif Khan,Computer Science,3rd,-7.951727273
956,Khalid Khan,Software Engineer,3rd,-7.965454545
957,Khalil Khan,Computer Engineer,3rd,-7.979181818
958,talha javeed,Computer Engineer,3rd,-7.992909091
959,Hilal Ahmad,Information Tech,3rd,-8.006636364
960,Abdullah,zoology   ,3rd,-8.020363636
961,Saqib Khan,Software Engineer,3rd,-8.034090909
962,Dawood Khan,Botony      ,3rd,-8.047818182
963,Qasim Khan,Computer Networking,3rd,-8.061545455
964,SAIFULLAH,Computer Science,3rd,-8.075272727
965,Kashif Khan,Computer Science,3rd,-8.089
966,Khalid Khan,Software Engineer,3rd,-8.102727273
967,Khalil Khan,Computer Engineer,3rd,-8.116454545
968,talha javeed,Computer Engineer,3rd,-8.130181818
969,Hilal Ahmad,Information Tech,3rd,-8.143909091
970,Abdullah,zoology   ,3rd,-8.157636364
971,Saqib Khan,Software Engineer,3rd,-8.171363636
972,Dawood Khan,Botony      ,3rd,-8.185090909
973,Qasim Khan,Computer Networking,3rd,-8.198818182
974,Umar Rahman,LAW and Sharia,3rd,-8.212545455
975,SAIFULLAH,Computer Science,3rd,-8.226272727
976,Kashif Khan,Computer Science,3rd,-8.24
977,Khalid Khan,Software Engineer,3rd,-8.253727273
978,Khalil Khan,Computer Engineer,3rd,-8.267454545
979,talha javeed,Computer Engineer,3rd,-8.281181818
980,Hilal Ahmad,Information Tech,3rd,-8.294909091
981,Abdullah,zoology   ,3rd,-8.308636364
982,Saqib Khan,Software Engineer,3rd,-8.322363636
983,Dawood Khan,Botony      ,3rd,-8.336090909
984,Qasim Khan,Computer Networking,3rd,-8.349818182
985,SAIFULLAH,Computer Science,3rd,-8.363545455
986,Kashif Khan,Computer Science,3rd,-8.377272727
987,Khalid Khan,Software Engineer,3rd,-8.391
988,Khalil Khan,Computer Engineer,3rd,-8.404727273
989,talha javeed,Computer Engineer,3rd,-8.418454545
990,Hilal Ahmad,Information Tech,3rd,-8.432181818
991,Abdullah,zoology   ,3rd,-8.445909091
992,Saqib Khan,Software Engineer,3rd,-8.459636364
993,Dawood Khan,Botony      ,3rd,-8.473363636
994,Qasim Khan,Computer Networking,3rd,-8.487090909
995,Umar Rahman,LAW and Sharia,3rd,-8.500818182
996,SAIFULLAH,Computer Science,3rd,-8.514545455
997,Kashif Khan,Computer Science,3rd,-8.528272727
998,Khalid Khan,Software Engineer,3rd,-8.542
999,Khalil Khan,Computer Engineer,3rd,-8.555727273
1000,talha javeed,Computer Engineer,3rd,-8.569454545
